GSP,S/S or Busbar Name Node 1,S/S or Busbar Name Node 2,Operating Voltage (kV),Positive Sequence Impedance R % on (100 MVA Base),Positive Sequence Impedance X (% on 100 MVA Base),Susceptance B (% on 100 MVA Base),Rating Information (MVA),Circuit Length (km),Licence Area
Creyke Beck,DRIFFIELD GTB,HUNMANBY T2,66.0,9.962400436401367,20.56209945678711,0.30799999833106995,47.440871619311544,21.735833984375,Yorkshire
Creyke Beck,DUNSWELL LANE LSI,FIRST AVENUE T2,33.0,4.405270099639893,7.202922344207764,0.0,27.14989640864215,4.114,Yorkshire
Creyke Beck,ENDIKE LANE T1,SOUTHWOOD ROAD T1,33.0,4.9629998207092285,10.236000061035156,0.0,31.436722157375122,2.399456298828125,Yorkshire
Creyke Beck,FRAISTHORPE WINDFARM,DRIF-FRAI-BRET TEE,66.0,0.958,1.632,1.391,67,5.35,Yorkshire
Creyke Beck,HOLDERNESS T1,SALTSHOUSE ROAD T1,33.0,1.753999948501587,1.6050000190734863,0.0,28.86462670813534,1.9171112060546875,Yorkshire
Creyke Beck,HOLME UPON SPALDING MOOR T1,SANCTON ROAD LSI,33.0,29.282363891601562,31.220989227294922,0.0,8.345020790866851,13.23,Yorkshire
Creyke Beck,HULL SOUTH T1,PLANGEO T1,33.0,0.8532545566558838,0.8743345141410828,0.0,28.86462670813534,1.1210999755859374,Yorkshire
Creyke Beck,HULL SOUTH T2,CLARENDON STREET T2,33.0,2.8163139820098877,2.655900716781616,0.0,27.14989640864215,3.706699951171875,Yorkshire
Creyke Beck,HULL SOUTH T2,ELGAR ROAD T2,33.0,3.2860000133514404,2.9000000953674316,0.0,28.86462670813534,2.896406005859375,Yorkshire
Creyke Beck,HULL SOUTH T2,WEST DOCKS T2,33.0,0.4880000054836273,0.48399999737739563,0.17900000512599945,28.86462670813534,0.6117329711914062,Yorkshire
Creyke Beck,MARTONGATE T2,BRETT STREET T2,66.0,0.6442469954490662,0.9100349545478821,0.6919155120849609,60.01556048226159,2.889,Yorkshire
Creyke Beck,NATIONAL AVENUE T2,PLANGEO T2,33.0,2.131999969482422,1.8380000591278076,0.5640000104904175,27.14989640864215,1.742188720703125,Yorkshire
Creyke Beck,NEWPORT T1,BROUGH CAVE ROAD LSI,33.0,7.225748062133789,17.079675674438477,0.0,28.578838324886473,4.998,Yorkshire
Creyke Beck,ROUTH WIND FARM TEE,NORWOOD T1,33.0,1.9443639516830444,3.9895989894866943,0.06347537040710449,15.775518755337332,1.3834320068359376,Yorkshire
Creyke Beck,ROUTH WIND FARM TEE,ROUTH WIND FARM,33.0,3.11529679782688,4.72919375449419,0.0,34.866182756361496,4.32680078125,Yorkshire
Creyke Beck,SCULCOATES B2,CORNWALL ST T2,132.0,0.109,0.292,6.746,114.5,1.86737,Yorkshire
Blyth 66kV,SEATON T2,WITHERNWICK WINDFARM,66.0,2.9563002586364746,7.046402454376221,0.04413068667054176,57.27199200307249,8.218099609375,Yorkshire
Creyke Beck,SPARK MILL LANE T2,BEVERLEY T2,33.0,2.5460000038146973,5.208000183105469,0.027000000700354576,25.435166109148962,1.82178857421875,Yorkshire
Creyke Beck,CORNWALL ST T2,CLEVELAND STREET GENERATION,132.0,0.013,0.027,1.139,103,0.226,Yorkshire
Creyke Beck,GREAT FIELD LANE GENERATION,HULL EAST GT1,33.0,0.076,0.174,0.0,29.49336115128284,0.180248,Yorkshire
Saltend North,HULL EAST GT1,HEDON ROAD T1,33.0,0.8299999833106995,0.5730000138282776,0.0,28.007261558388745,0.8447686157226563,Yorkshire
Saltend North,HULL EAST GT1,SALTEND T1,33.0,1.4859999418258667,1.2680000066757202,0.0,26.464004288844876,1.7074932861328125,Yorkshire
Saltend North,HULL EAST GT2,HEDON ROAD T2,33.0,0.8299999833106995,0.5730000138282776,0.0,48.58402515230701,1.223129150390625,Yorkshire
Saltend North,NORTHERN GATEWAY BIOMASS,KING GEORGE DOCK T1,33.0,0.659,0.977,0.095,30.579,0.96887,Yorkshire
Saltend North,OTTR-PATR-EASI-TEE,PATRINGTON ROAD T1,33.0,0.052480004727840424,0.07783999294042587,0.0,28.578838324886473,0.08,Yorkshire
Saltend North,PATRINGTON ROAD EAST LSI,EASINGTON T2,33.0,19.254770278930664,45.08301544189453,0.0,28.578838324886473,13.725,Yorkshire
Saltend North,SALTEND T1,YORKSHIRE WATER HULL ROAD T1,33.0,0.17273500561714172,0.21982701122760773,0.0,30.86514539087739,0.193,Yorkshire
Saltend North,YORKSHIRE WATER HULL ROAD T2,SALTEND 2,33.0,0.18347498774528503,0.23349501192569733,0.0,30.86514539087739,0.205,Yorkshire
Jordanthorpe,BASLOW ROAD T2,GREENHILL T2,33.0,3.063347816467285,4.654056549072266,0.0,29.49336115128284,4.26,Yorkshire
Jordanthorpe,GREENHILL T2,JORDANTHORPE SGT2,33.0,1.9279999732971191,1.5049999952316284,0.671999990940094,25.149377725900095,1.7942667236328125,Yorkshire
Jordanthorpe,JORDANTHORPE SGT1,WOODSEATS T1,33.0,2.7230000495910645,2.2139999866485596,0.9570000171661377,26.292531258895558,1.737717529296875,Yorkshire
Jordanthorpe,MILLHOUSES T2,WOODSEATS T2,33.0,1.0400193929672241,1.923398494720459,0.0,39.43879688834333,1.8214000244140625,Yorkshire
Neepsend,BLUE BOY STREET T1,CROOKESMOOR ROAD T1,33.0,0.786,1.471,0.0,25.435166,1.4029,Yorkshire
Neepsend,NEEPSEND SGT2,LOXLEY ROAD T1,33.0,8.250835418701172,15.713736534118652,0.0,28.578838324886473,7.184,Yorkshire
Neepsend,NEEPSEND SGT2,PENISTONE ROAD T2,33.0,1.0740000009536743,1.1319999694824219,0.23000000417232513,28.578838324886473,1.377277099609375,Yorkshire
Neepsend,NEEPSEND SGT2,STANNINGTON ROAD T2,33.0,1.9049999713897705,1.6699999570846558,0.5630000233650208,26.864108025393286,2.390160888671875,Yorkshire
Neepsend,NEEPSEND SGT3,STANNINGTON ROAD T1,33.0,2.344940423965454,2.0150270462036133,0.0,22.005705510162585,2.440300048828125,Yorkshire
Neepsend,RAWSON SPRING ROAD T2,CLAYWHEELS LANE T2,33.0,1.1810977458953857,0.8441213965415955,0.0,24.577800959402367,1.1243001708984375,Yorkshire
Sheffield City,VICTORIA STREET T1,CROOKESMOOR ROAD T2,33.0,1.069000005722046,0.8870000243186951,0.29899999499320984,25.149377725900095,0.9581646728515625,Yorkshire
Norton Lees,MARMION ROAD T1,SAXON ROAD T2,33.0,1.4445027112960815,2.668494462966919,0.0,29.49336115128284,2.52760009765625,Yorkshire
Norton Lees,MARMION ROAD T2,SNAITHING PARK ROAD T1,33.0,2.117000102996826,1.7039999961853027,0.5910000205039978,27.72147317513988,2.605529296875,Yorkshire
Norton Lees,NORTON LEES SGT1,GLEADLESS VALLEY T1,33.0,2.239000082015991,2.069000005722046,0.27799999713897705,21.719917126913717,1.8535338134765624,Yorkshire
Norton Lees,NORTON LEES SGT2,SAXON ROAD T2,33.0,1.2860000133514404,1.0470000505447388,0.3540000021457672,26.464004288844876,1.5392252197265626,Yorkshire
Pitsmoor 3/4,NEWHALL ROAD T2,PITSMOOR SGT4,33.0,0.40700000524520874,0.4480000138282776,0.19300000369548798,32.57987569037058,0.5353151245117187,Yorkshire
Pitsmoor 1/2,PITSMOOR SGT3,STANLEY STREET T1,33.0,1.2803475856781006,2.5231361389160156,0.0,29.49336115128284,2.552699951171875,Yorkshire
Pitsmoor 3/4,STANLEY STREET T2,PITSMOOR SGT4,33.0,1.3969292640686035,2.4829936027526855,0.0,29.150415091384204,2.4255,Yorkshire
Pitsmoor 3/4,STEVENSON ROAD T1,ATTERCLIFFE T1,33.0,1.115254282951355,1.4326283931732178,0.0,26.4068466121951,1.2615001220703126,Yorkshire
Pitsmoor 3/4,STEVENSON ROAD T2,ATTERCLIFFE T2,33.0,1.1162147521972656,1.43580961227417,0.0,26.4068466121951,1.2645001220703125,Yorkshire
Pitsmoor 3/4,STEVENSON ROAD T2,PITSMOOR SGT4,33.0,0.9819999933242798,0.8349999785423279,0.3109999895095825,35.15197113961036,1.1897176513671874,Yorkshire
Sheffield City,SHEFFIELD CITY SGT1,ARUNDEL STREET T1,33.0,0.35600000619888306,0.4390000104904175,0.24899999797344208,35.15197113961036,0.7055099487304688,Yorkshire
Sheffield City,SHEFFIELD CITY SGT1,SILVER STREET T1,33.0,1.0210000276565552,1.2059999704360962,0.515999972820282,24.577800959402367,1.1074962158203125,Yorkshire
Sheffield City,SHEFFIELD CITY SGT2,ARUNDEL STREET T2,33.0,0.34200000762939453,0.44200000166893005,0.23499999940395355,32.294087307121714,0.7105343017578125,Yorkshire
Sheffield City,SHEFFIELD CITY SGT2,ELLIN STREET T3,33.0,0.2199999988079071,0.23000000417232513,0.10300000011920929,32.57987569037058,0.315688720703125,Yorkshire
Sheffield City,SHEFFIELD CITY SGT2,PARK HILL T2,33.0,0.9039999842643738,0.9259999990463257,0.4690000116825104,26.464004288844876,1.46869775390625,Yorkshire
West Melton / Thorpe Marsh,TEMPLEBOROUGH SGT3,FULLERTON ROAD T2,33.0,2.5139999389648438,5.119999885559082,0.0,28.578838324886473,1.7237998046875,Yorkshire
Wincobank,SHEPCOTE TINSLEY T1,WAVERLEY BUSINESS PARK T1,33.0,1.8006528615951538,4.468807697296143,0.0,47.89813303250973,4.6892001953125,Yorkshire
Wincobank,WINCOBANK SGT1,SHEPCOTE TINSLEY T1,33.0,1.325222373008728,3.288898468017578,0.0,47.89813303250973,3.45110009765625,Yorkshire
Wincobank,WINCOBANK SGT1,TINSLEY PARK ROAD T1,33.0,2.0594255924224854,3.8086750507354736,0.0,39.43879688834333,3.606699951171875,Yorkshire
Wincobank,WINCOBANK SGT2,TEMPLEBOROUGH BIOMASS 1,33.0,2.116,4.462,0.50048,434,4.6,Yorkshire
Keadby,ATKINSONS WARREN LSI,BILLET LANE T1,33.0,0.8059549331665039,1.0397469997406006,0.0,28.635996001536245,0.893,Yorkshire
Keadby,BILLET LANE T2,FOXHILLS T2,33.0,0.4850899875164032,0.6173380017280579,0.0,30.86514539087739,0.542,Yorkshire
Keadby,BLYTON  T1,CORRINGHAM ROAD T1,33.0,7.974999904632568,16.917999267578125,0.0,27.72147317513988,4.40325537109375,Yorkshire
Keadby,BLYTON T1,EPWORTH T1,33.0,22.8799991607666,52.047000885009766,0.1720000058412552,28.578838324886473,12.8820126953125,Yorkshire
Keadby,BLYTON T1,HARPSWELL T1,33.0,15.28756046295166,29.017786026000977,0.0,23.14885904315804,9.841392578125,Yorkshire
Keadby,BLYTON T2,BLYTON-FOXBY LANE LSI-KNAITH UPTON ROAD LSI-TEE,33.0,10.654460906982422,23.319992065429688,0.0,28.635996001536245,7.9382001953125,Yorkshire
Keadby,BLYTON T2,HAXEY T2,33.0,17.131000518798828,39.465999603271484,0.16200000047683716,28.007261558388745,10.1097099609375,Yorkshire
Keadby,BRIDGES ROAD T1,SCUNTHORPE SOUTH T1,33.0,3.349764108657837,4.2651286125183105,0.0,29.49336115128284,3.74539990234375,Yorkshire
Keadby,BROU-KEAD-SANT-TEE,SANTON T2,132.0,0.07999999821186066,0.1770000010728836,0.03999999910593033,130.54813346808143,1.1883397216796876,Yorkshire
Keadby,BROU-KEAD-SCAB-TEE2,BROUGHTON T2,132.0,0.07999999821186066,0.32100000977516174,0.10599999874830246,261.09626693616286,1.745609375,Yorkshire
Keadby,CALCETHORPE LSI,BELMONT COVERT T1,33.0,8.556121826171875,17.738895416259766,0.0,28.578838324886473,5.942,Yorkshire
Grimsby West,CONVAMORE ROAD T2,CONYARD ROAD T2,33.0,4.669000148773193,4.320000171661377,0.8690000176429749,21.719917126913717,4.72987060546875,Yorkshire
Grimsby West,EASTFIELD ROAD T2,HUMBER ROAD T2,33.0,3.7283518314361572,3.4470670223236084,0.0,26.464004288844876,4.041,Yorkshire
Keadby,ERMINE STREET APPLEBY NORTH,SOUTH FERRIBY T1,33.0,7.181544303894043,15.001877784729004,0.0,15.775518755337332,5.57160009765625,Yorkshire
Keadby,FIRTH BROWN T1,SANTON T1,33.0,1.9290000200271606,1.6979999542236328,0.23800000548362732,30.293568624379663,1.708,Yorkshire
Keadby,FIRTH BROWN T2,SANTON T2,33.0,1.5410000085830688,1.7170000076293945,0.14100000262260437,26.464004288844876,1.716,Yorkshire
Grimsby West,GRIMSBY WEST SGT1,YARBOROUGH ROAD T1,132.0,0.2590000033378601,0.5350000262260437,1.8799999952316284,130.54813346808143,2.85114599609375,Yorkshire
Grimsby West,GRIMSBY WEST SGT2,IMMINGHAM T2,132.0,0.27982500195503235,1.4673750400543213,0.36172500252723694,203.93859028638985,6.825,Yorkshire
Grimsby West,GRIW-HUMB-WOLN-TEE2,HUMBERSTON T2,132.0,0.3370000123977661,1.0570000410079956,0.4620000123977661,261.09626693616286,6.6062412109375,Yorkshire
Keadby,HARPSWELL T1,NORMANBY T1,33.0,17.31930923461914,38.58108901977539,0.0,28.635996001536245,10.341,Yorkshire
Keadby,HIBALDSTOW-SANTON-MORTAL ASH RAVENSTHORPE LSI-TEE,HIBALDSTOW T1,33.0,12.69264126,27.71824074,0.0,23.148859043158044,9.3735,Yorkshire
Grimsby West,HUMBERSTON T1,BISHOPTHORPE WINDFARM,33.0,5.169,6.552,1.092,29,7.28,Yorkshire
Grimsby West,HUMBERSTON T1,WESLEY CRESCENT T1,33.0,2.5987720489501953,5.499314308166504,0.0,27.14989640864215,2.034,Yorkshire
Grimsby West,HUMBERSTON T2,CONVAMORE ROAD T2,33.0,2.8940000534057617,5.182000160217285,0.6309999823570251,24.577800959402367,2.83690869140625,Yorkshire
Grimsby West,HUMBERSTON T2,WESLEY CRESCENT T2,33.0,3.9362785816192627,7.566791534423828,0.02070149965584278,27.26421176194169,3.298,Yorkshire
Grimsby West,IMMINGHAM T1,EASTFIELD ROAD T1,33.0,5.855000019073486,4.605000019073486,1.8329999446868896,28.578838324886473,6.08462548828125,Yorkshire
Grimsby West,IMMINGHAM T1,QUEENS ROAD T1,33.0,0.7052927613258362,1.7503751516342163,0.0,47.89813303250973,1.836699951171875,Yorkshire
Grimsby West,IMMINGHAM T2,QUEENS ROAD T2,33.0,0.7184255719184875,1.7829676866531372,0.0,47.89813303250973,1.87089990234375,Yorkshire
Grimsby West,IMMINGHAM-GOXHILL ROAD LSI-WEST MIDDLEMERE ROAD LSI-TEE,GOXHILL ROAD LSI,33.0,0.0,0.0,0.0,31.436722157375122,0.1358170166015625,Yorkshire
Keadby,KEADBY SGT2,BROU-KEAD-SCAB-TEE2,132.0,0.8061529994010925,3.0114400386810303,1.0868381261825562,203.93859028638985,16.947,Yorkshire
Keadby,KEADBY SGT2,SCUNTHORPE NORTH T2,132.0,0.30000001192092896,1.434000015258789,0.5929999947547913,219.4854783351281,6.85483642578125,Yorkshire
Keadby,KEADBY SGT3,BROU-KEAD-SANT-TEE,132.0,1.2510000467300415,2.8329999446868896,1.1009999513626099,130.54813346808143,13.3020693359375,Yorkshire
Keadby,KEDDINGTON ROAD T2,GAYTON LE MARSH WINDFARM,33.0,10.45,13.247,2.2078,29.15,14.719,Yorkshire
Keadby,KELSTERN GRANGE LSI,KELSTERN LSI-KELSTERN GRANE LSI-CALCETHORPE LSI-TEE,33.0,0.021825000643730164,0.04535999894142151,0.0,28.635996001536245,0.015,Yorkshire
Keadby,KIRMOND LSI,WOLD NEWTON-STAINTON LSI-KIRMOND LSI-TEE,33.0,0.766,1.593,0.0,28.635996,0.526755,Yorkshire
Keadby,LACEBY SOLAR,SCARTHO,33.0,4.619,9.758,0.08275,29,3.69,Yorkshire
Keadby,LOUTH T1/T2,SOUTH RESTON T1,33.0,17.733713150024414,40.97373962402344,0.0,22.577282276660313,12.735,Yorkshire
Grimsby West,MOSS ROAD T1,CONVAMORE ROAD T1,33.0,1.1100000143051147,0.9990000128746033,0.37400001287460327,28.86462670813534,1.24064697265625,Yorkshire
Grimsby West,MOSS ROAD T1,GRIMSBY DOCKS T1,33.0,1.6692554950714111,1.6465091705322266,0.0,20.576763593918262,1.751199951171875,Yorkshire
Grimsby West,MOSS ROAD T1,MARSDEN ROAD T1,33.0,2.552000045776367,2.0369999408721924,0.8450000286102295,31.436722157375122,2.651105712890625,Yorkshire
Keadby,NTHO-KEDDRD-WOLN-TEE,KEDDINGTON ROAD T1,33.0,11.809052467346191,12.751739501953125,0.0,30.979460744176937,12.739,Yorkshire
Grimsby West,QUEENS ROAD T1,GREAT COATES T2,33.0,9.406299591064453,17.596969604492188,0.0,25.94958519899692,6.95139990234375,Yorkshire
Keadby,RISBY ROAD APPLEBY TEE,ROXBY T1,33.0,4.663790702819824,5.036088943481445,0.0,30.979460744176937,5.0310576171875,Yorkshire
Keadby,SANTON T1,PASTURE ROAD SOUTH T1,33.0,26.70401382446289,55.824424743652344,0.0,25.435166109148962,18.434,Yorkshire
Keadby,SANTON T2,PASTURE ROAD SOUTH T2,33.0,26.218000411987305,55.172000885009766,0.16599999368190765,28.578838324886473,18.24517578125,Yorkshire
Keadby,SCAWBY BROOK,BROU-KEAD-SCAB-TEE2,132.0,0.3490000069141388,1.8630000352859497,3.4790003299713135,257.66680633717647,9.1789794921875,Yorkshire
Keadby,SCUN-ATKINSONS WARREN LSI-PARK INGS LSI-TEE,ATKINSONS WARREN LSI,33.0,0.029100000858306885,0.06047999858856201,0.0,28.635996001536245,0.02,Yorkshire
Keadby,SCUNTHORPE NORTH T1,BRITISH OXYGEN GASES T1,33.0,0.8346624970436096,1.1324074268341064,0.0,24.577800959402367,1.278699951171875,Yorkshire
Keadby,SCUNTHORPE NORTH T1,FOXHILLS T1,33.0,0.1679689884185791,0.321196973323822,0.0,26.578319642144418,1.744,Yorkshire
Keadby,SCUNTHORPE NORTH T2,BRITISH OXYGEN GASES T4,33.0,0.6900815367698669,0.8952763080596924,0.0,29.49336115128284,1.244300048828125,Yorkshire
Keadby,SCUNTHORPE NORTH T2,BRITISH OXYGEN GASES T5,33.0,0.5063794255256653,0.6589061617851257,0.04200795292854309,34.008817606614905,0.9025,Yorkshire
Keadby,SCUNTHORPE NORTH T3,BRITISH OXYGEN GASES T2,33.0,1.1000165939331055,1.1725884675979614,0.0024496803525835276,21.09118268376622,1.27839990234375,Yorkshire
Keadby,SCUNTHORPE NORTH T3,SANTON T1,33.0,8.85274887084961,5.539380073547363,0.0,14.289419162443236,5.3935,Yorkshire
Keadby,SCUNTHORPE NORTH T3,SCUN-ATKINSONS WARREN LSI-PARK INGS LSI-TEE,33.0,2.6590399742126465,5.9608073234558105,0.0,28.635996001536245,2.241,Yorkshire
Keadby,SCUNTHORPE NORTH T3,STATION ROAD T2,33.0,2.37058424949646,1.6276530027389526,0.0,19.433610060922803,2.119,Yorkshire
Keadby,SCUNTHORPE NORTH T3,BRITISH OXYGEN GASES T3,33.0,0.6822376847267151,0.8820967674255371,0.0,29.49336115128284,1.229,Yorkshire
Keadby,SCUNTHORPE SOUTH T1,RAVENTHORPE SOLAR,33.0,1.203,3.461,0.511469,49,3.842,Yorkshire
Keadby,SCUNTHORPE SOUTH T2,BOTTESFORD T2,33.0,1.1555328369140625,2.867767572402954,0.0,47.89813303250973,3.009199951171875,Yorkshire
Keadby,STAINTON LSI,WALESBY T1,33.0,13.022000312805176,27.065000534057617,0.03400000184774399,31.436722157375122,9.623125,Yorkshire
Keadby,WOLD NEWTON T1,CAISTOR T1,33.0,16.68587303161621,37.66602325439453,0.0,28.578838324886473,11.6368994140625,Yorkshire
Keadby,WOLD NEWTON T1,KELSTERN GRANGE LSI,33.0,18.420156478881836,40.737060546875,0.0,28.635996001536245,12.7107001953125,Yorkshire
Grimsby West,YARBOROUGH ROAD T1,BTP T1,33.0,2.208024024963379,3.3746800422668457,0.0,21.719917126913717,3.09189990234375,Yorkshire
Grimsby West,YARBOROUGH ROAD T1,TIOXIDE T1,33.0,2.996999979019165,3.7160000801086426,0.27900001406669617,30.293568624379663,2.939554931640625,Yorkshire
Grimsby West,YARBOROUGH ROAD T2,TIOXIDE T2,33.0,2.996999979019165,3.7160000801086426,0.27900001406669617,30.293568624379663,2.94714111328125,Yorkshire
Grimsby West,YARBOROUGH ROAD T3,YARBOROUGH ROAD T1,33.0,0.0,0.0,0.0,30,0.035,Yorkshire
Grimsby West,YARBOROUGH ROAD T4,YARBOROUGH ROAD T2,33.0,0.0,0.0,0.0,30,0.036,Yorkshire
Thurcroft,DINNINGTON T2,COSTHORPE T2,66.0,2.4700000286102295,5.882999897003174,0.0,62.873444314750245,6.34022119140625,Yorkshire
Thurcroft,HACKENTHORPE T1,THURCROFT SGT2,66.0,4.971055507659912,10.458603858947754,0.505247950553894,46.29771808631608,13.43169921875,Yorkshire
Thurcroft,MEXBOROUGH T2,THURCROFT SGT1,66.0,3.7307682037353516,8.748050689697266,0.19631515443325043,57.27199200307249,10.5970986328125,Yorkshire
Thurcroft,NEW ORCHARD LANE T1,THURCROFT SGT1,66.0,0.33779197931289673,0.8045759797096252,0.0,57.27199200307249,0.928,Yorkshire
Thurcroft,THURCROFT SGT1,TICKHILL RD T1,66.0,2.790787935256958,6.647288799285889,0.0,57.27199200307249,7.667,Yorkshire
Thurcroft,TICKHILL RD T1,HARWORTH T1,66.0,2.6754744052886963,5.282696723937988,0.4484151005744934,46.29771808631608,7.21620068359375,Yorkshire
Thurcroft,TICKHILL RD T2,DINNINGTON T2,66.0,2.4079999923706055,5.452000141143799,0.0,52.127801104592926,7.4088388671875,Yorkshire
Thurcroft,TICKHILL RD T2,HARWORTH T2,66.0,2.823355197906494,5.530546188354492,0.33509182929992676,46.29771808631608,7.62380029296875,Yorkshire
Skelton Grange,ALVERTHORPE T1,YORK STREET T1,33.0,1.6699999570846558,1.4490000009536743,0.44200000166893005,27.14989640864215,1.7586280517578126,Yorkshire
West Melton / Thorpe Marsh,ASKERN T1,THORPE MARSH SGT6,66.0,3.205413818359375,7.531677722930908,1.9637888669967651,62.873444314750245,10.22919921875,Yorkshire
West Melton / Thorpe Marsh,ASKERN T2,HAMP-ASK-BRODS-TEE,66.0,2.7733168601989746,6.479396820068359,0.13991591334342957,53.156639284288836,7.8452998046875,Yorkshire
West Melton / Thorpe Marsh,BARNBURGH T1,MEXBOROUGH T3,66.0,2.1730000972747803,4.822999954223633,0.0,53.156639284288836,4.36543310546875,Yorkshire
West Melton Section 3,BARUGH GT1,BARUGH T1,66.0,0.0,0.0,0.0,30,0.0289794807434082,Yorkshire
West Melton Section 3,BARUGH GT2,HUNSHELF T2,132.0,1.2095783948898315,2.6762146949768066,5.130030632019043,114.54398400614498,12.581,Yorkshire
West Melton Section 3,BARUGH GT2,WAKEFIELD B RESERVE2,132.0,1.2549999952316284,2.752000093460083,0.6340000033378601,105.17012503558223,12.7390673828125,Yorkshire
West Melton / Thorpe Marsh,BLACKBURN MEADOWS B T4,BOC BRINSWORTH T1,33.0,1.7860000133514404,1.6419999599456787,0.6290000081062317,26.464004288844876,1.3565860595703125,Yorkshire
West Melton / Thorpe Marsh,BLACKBURN MEADOWS B T5,BOC BRINSWORTH T2,33.0,1.8040000200271606,1.6660000085830688,0.6480000019073486,28.86462670813534,1.3143515625,Yorkshire
West Melton / Thorpe Marsh,BLAM-PARS-RAWR-TEE,PARS-BLAM-WMEL-TEE,132.0,0.3811739981174469,0.8491499423980713,0.18492598831653595,114.54398400614498,3.774,Yorkshire
West Melton / Thorpe Marsh,BLAM-PARS-RAWR-TEE,RAWMARSH ROAD GT1/GT3,132.0,0.27900001406669617,0.6240000128746033,0.06549999862909317,130.54813346808143,1.6,Yorkshire
West Melton / Thorpe Marsh,BRODSWORTH T2,HICKLETON T1,66.0,2.7440617084503174,6.25065803527832,0.1014070212841034,46.29771808631608,7.44606689453125,Yorkshire
West Melton / Thorpe Marsh,BSC SHEPCOTE LANE,BLACKBURN MEADOWS B T5,33.0,1.187999963760376,1.0959999561309814,0.4059999883174896,26.464004288844876,1.510933837890625,Yorkshire
West Melton Section 3,BURR-FIDL-HUNN-TEE,FISH DAM LANE T2,33.0,1.4373970031738281,1.878866195678711,0.0,27.435684791891013,2.41489990234375,Yorkshire
West Melton Section 3,BURTON ROAD T1,BURR-HUNN-STFT-TEE,33.0,4.0041351318359375,8.16028881072998,0.0,26.578319642144418,2.92689990234375,Yorkshire
West Melton / Thorpe Marsh,DARNALL T1,ATTERCLIFFE T1,33.0,1.0277999639511108,1.9007999897003174,0.0,39.43879688834333,1.8,Yorkshire
West Melton / Thorpe Marsh,DARNALL T2,ATTERCLIFFE T2,33.0,1.0277999639511108,1.9007999897003174,0.0,39.43879688834333,1.8,Yorkshire
West Melton / Thorpe Marsh,DONCASTER CENTRAL T1,BENTLEY T1,33.0,5.452000141143799,10.87399959564209,0.1809999942779541,27.14989640864215,4.14812646484375,Yorkshire
West Melton / Thorpe Marsh,DONCASTER CENTRAL T1,GREYFRIARS ROAD T1,33.0,0.04264000058174133,0.06324499845504761,0.0,28.578838324886473,0.065,Yorkshire
West Melton / Thorpe Marsh,DONCASTER CENTRAL T2,JARRATT STREET T2,33.0,0.7108249664306641,1.4702987670898438,0.0,29.49336115128284,1.425,Yorkshire
West Melton Section 3,DURKAR LOW LANE T2,DENBY DALE ROAD T2,33.0,1.8480000495910645,1.5989999771118164,0.48899999260902405,27.14989640864215,2.2487919921875,Yorkshire
West Melton Section 3,ELMHIRST LANE T2,HUNSHELF T2,66.0,3.154494047164917,7.1220197677612305,0.06435489654541016,46.29771808631608,7.9332998046875,Yorkshire
West Melton Section 3,FOX FORD LANE,HUNSHELF T1,66.0,0.7814826369285583,1.7107985019683838,0.0,56.01452311677749,2.437,Yorkshire
West Melton Section 3,FOX FORD LANE,WHEATACRE ROAD T2,66.0,0.4230000078678131,0.25099998712539673,0.013000000268220901,41.153527187836524,0.562490478515625,Yorkshire
West Melton / Thorpe Marsh,GREYFRIARS ROAD T4,DONCASTER CENTRAL T2,33.0,0.052531998604536057,0.09715200215578079,0.0,39.43879688834333,0.092,Yorkshire
West Melton / Thorpe Marsh,HAMP-ASK-BRODS-TEE,BRODSWORTH T2,66.0,0.42391499876976013,1.0081830024719238,0.0,53.156639284288836,1.2555,Yorkshire
West Melton / Thorpe Marsh,HAMP-ASK-BRODS-TEE,HAMPOLE WINDFARM,66.0,0.00526819983497262,0.010907399468123913,0.03122335858643055,75.4481331777003,0.03709999847412109,Yorkshire
West Melton / Thorpe Marsh,HICKLETON T2,BARNBURGH T2,66.0,1.0051867961883545,2.215965747833252,0.10766240954399109,51.89917039799384,2.816760986328125,Yorkshire
Bradford West,HOPE T2,HUNSHELF T2,66.0,10.888605117797852,25.92680549621582,0.0,57.27199200307249,29.950001953125,Yorkshire
West Melton Section 3,HOUGHTON MAIN T1,WEST MELTON SP T3,66.0,2.200000047683716,4.900000095367432,0.0,62.873444314750245,6.32177001953125,Yorkshire
West Melton Section 3,HUNN-WAKB-WMEL-TEE1,WEST MELTON RESERVE3,132.0,0.6419559717178345,1.4237439632415771,0.3241560161113739,114.54398400614498,6.356,Yorkshire
West Melton Section 3,HUNN-WAKB-WMEL-TEE2,HUNNINGLEY T2,132.0,0.4129999876022339,0.9169999957084656,0.20900000631809235,130.54813346808143,4.16519873046875,Yorkshire
West Melton / Thorpe Marsh,JARRATT STREET T1,BELMONT AVENUE T1,33.0,1.2020000219345093,0.9539999961853027,0.367000013589859,28.578838324886473,1.393,Yorkshire
Sheffield City,MANSFIELD ROAD T2,ATTERCLIFFE T2,33.0,6.932000160217285,5.289000034332275,1.184000015258789,21.719917126913717,4.19717578125,Yorkshire
West Melton / Thorpe Marsh,MARKHAM GATES T2,THORPE MARSH SGT5,66.0,2.367738962173462,5.59840202331543,0.7847920060157776,57.27199200307249,7.0735,Yorkshire
